Year,FIPS County Code,County Name,DHS Service Area,Judicial District,Abuse Type,Occurences,County Primary Point,US Counties,Iowa Watersheds (HUC 10),Iowa Watershed Sub-Basins (HUC 08),Iowa ZIP Code Tabulation Areas
2007,19159,Ringgold,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),34,"(40.7352023, -94.2439719)",297,452,51,843
2010,19155,Pottawattamie,1-Western,4-FourthJD,Physical Abuse,47,"(41.3366123, -95.5423935)",1879,442,43,604
2010,19183,Washington,4-Cedar Rapids,8-Eigth JD,Physical Abuse,15,"(41.335591, -91.7178676)",302,140,13,614
2010,19039,Clarke,5-Des Moines,5-FifthJD,Sexual Abuse,2,"(41.0290323, -93.7851579)",182,349,29,133
2004,19023,Butler,2-Waterloo,2-Second JD,Mental Injury,3,"(42.7315661, -92.7901934)",1370,228,17,639
2006,19061,Dubuque,3-Dubuque,1-First JD,Cohabitation w/ a Registered Sex Offender,2,"(42.468832, -90.8824564)",1780,49,5,868
2007,19057,Des Moines,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),248,"(40.9231829, -91.1814707)",1778,115,10,411
2009,19159,Ringgold,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),17,"(40.7352023, -94.2439719)",297,452,51,843
2011,19057,Des Moines,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),14,"(40.9231829, -91.1814707)",1778,115,10,411
2011,19147,Palo Alto,1-Western,3-Third JD,Denial of Critical Care (Neglect),54,"(43.0820643, -94.6781371)",294,304,23,348
2004,19031,Cedar,8-Davenport,7-Seventh JD,Denial of Critical Care (Neglect),45,"(41.7723207, -91.1324125)",180,17,19,721
2012,19037,Chickasaw,2-Northern,1-First JD,Physical Abuse,5,"(43.0600414, -92.3176637)",1374,88,8,131
2004,19091,Humboldt,4-Ames,2-Second JD,Exposure to Manufacturing of Meth,3,"(42.7764686, -94.2071868)",283,305,23,318
2005,19099,Jasper,4-Ames,5-FifthJD,Exposure to Manufacturing of Meth,1,"(41.6860394, -93.053765)",1791,132,11,903
2008,19139,Muscatine,8-Davenport,7-Seventh JD,Physical Abuse,39,"(41.4839221, -91.1127562)",1835,17,19,445
2007,19193,Woodbury,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),64,"(42.3897169, -96.0447673)",1891,222,38,622
2008,19089,Howard,3-Dubuque,1-First JD,Physical Abuse,2,"(43.3567673, -92.3171989)",1788,13,6,429
2007,19161,Sac,5-Council Bluffs,2-Second JD,Physical Abuse,4,"(42.3862604, -95.1053946)",1880,324,27,97
2012,19171,Tama,4-Cedar Rapids,6-SixthJD,Physical Abuse,7,"(42.0798117, -92.5325425)",1883,281,21,700
2008,19197,Wright,4-Ames,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,"(42.7331189, -93.7351465)",304,320,26,626
2009,19107,Keokuk,7-Cedar Rapids,8-Eigth JD,Sexual Abuse,2,"(41.336465, -92.1786426)",1793,139,12,334
2011,19085,Harrison,1-Western,4-FourthJD,Sexual Abuse,3,"(41.6828528, -95.8169209)",1787,243,41,569
2007,19023,Butler,2-Waterloo,2-Second JD,Sexual Abuse,1,"(42.7315661, -92.7901934)",1370,228,17,639
2008,19171,Tama,4-Ames,6-SixthJD,Sexual Abuse,6,"(42.0798117, -92.5325425)",1883,281,21,700
2012,19119,Lyon,1-Western,3-Third JD,Denial of Critical Care (Neglect),19,"(43.380497, -96.2102924)",1829,209,34,81
2012,19149,Plymouth,1-Western,3-Third JD,Physical Abuse,13,"(42.7378346, -96.2140431)",1838,417,36,476
2008,19007,Appanoose,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,"(40.7431635, -92.8686104)",175,534,54,210
2006,19165,Shelby,5-Council Bluffs,4-FourthJD,Sexual Abuse,1,"(41.6850926, -95.3102113)",298,254,43,229
2007,19035,Cherokee,1-Sioux City,3-Third JD,Physical Abuse,6,"(42.7356226, -95.6238055)",181,429,37,286
2012,19061,Dubuque,3-Eastern,1-First JD,Allows Access by Registered Sex Offender,7,"(42.468832, -90.8824564)",1780,49,5,868
2007,19121,Madison,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),109,"(41.3307142, -94.0155619)",289,347,29,207
2011,19001,Adair,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.3307464, -94.4709413)",174,469,47,474
2010,19013,Black Hawk,2-Northern,1-First JD,Physical Abuse,83,"(42.4700957, -92.3088197)",176,246,18,718
2011,19069,Franklin,2-Northern,2-Second JD,Physical Abuse,4,"(42.7325458, -93.262473)",279,225,17,775
2011,19097,Jackson,3-Eastern,7-Seventh JD,Sexual Abuse,2,"(42.1717426, -90.5742294)",1790,80,7,869
2012,19105,Jones,4-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),4,"(42.1212397, -91.1314352)",286,74,7,333
2004,19081,Hancock,2-Waterloo,2-Second JD,Exposure to Manufacturing of Meth,2,"(43.0818861, -93.7342723)",1785,18,20,897
2010,19177,Van Buren,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),46,"(40.7532294, -91.9499871)",1885,368,30,798
2010,19115,Louisa,3-Eastern,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),2,"(41.2185073, -91.2596184)",1828,149,22,587
2005,19145,Page,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),1,"(40.7391444, -95.1501747)",1837,463,46,598
2004,19083,Hardin,4-Ames,2-Second JD,Physical Abuse,15,"(42.3838803, -93.2404025)",1786,273,20,424
2004,19145,Page,5-Council Bluffs,4-FourthJD,Sexual Abuse,15,"(40.7391444, -95.1501747)",1837,463,46,598
2006,19117,Lucas,6-Des Moines,5-FifthJD,Physical Abuse,7,"(41.0293738, -93.3277207)",288,354,29,446
2010,19019,Buchanan,2-Northern,1-First JD,Denial of Critical Care (Neglect),64,"(42.4707777, -91.8378392)",1369,95,8,270
2006,19115,Louisa,8-Davenport,8-Eigth JD,Sexual Abuse,6,"(41.2185073, -91.2596184)",1828,149,22,587
2004,19195,Worth,2-Waterloo,2-Second JD,Physical Abuse,2,"(43.3773984, -93.2608476)",303,193,15,625
2012,19075,Grundy,2-Northern,1-First JD,Physical Abuse,6,"(42.4018651, -92.7914177)",280,239,18,49
2013,19009,Audubon,1-Western,4-FourthJD,Sexual Abuse,4,"(41.6845893, -94.9058222)",1366,259,44,498
2004,19009,Audubon,5-Council Bluffs,4-FourthJD,Exposure to Manufacturing of Meth,2,"(41.6845893, -94.9058222)",1366,259,44,498
2012,19197,Wright,2-Northern,2-Second JD,Sexual Abuse,11,"(42.7331189, -93.7351465)",304,320,26,626
2006,19055,Delaware,3-Dubuque,1-First JD,Cohabitation w/ a Registered Sex Offender,2,"(42.471211, -91.3673502)",276,72,7,764
2005,19059,Dickinson,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),93,"(43.3779848, -95.1508301)",1779,419,37,660
2004,19163,Scott,8-Davenport,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),34,"(41.6370978, -90.6232428)",1881,100,9,99
2011,19191,Winneshiek,2-Northern,1-First JD,Sexual Abuse,1,"(43.2906746, -91.8437074)",1890,41,4,855
2005,19115,Louisa,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),43,"(41.2185073, -91.2596184)",1828,149,22,587
2011,19101,Jefferson,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,3,"(41.0317596, -91.9488774)",285,147,13,326
2011,19039,Clarke,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.0290323, -93.7851579)",182,349,29,133
2005,19023,Butler,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),50,"(42.7315661, -92.7901934)",1370,228,17,639
2008,19033,Cerro Gordo,2-Waterloo,2-Second JD,Sexual Abuse,3,"(43.0815577, -93.2608184)",1373,207,16,647
2005,19167,Sioux,1-Sioux City,3-Third JD,Exposure to Manufacturing of Meth,2,"(43.0826174, -96.1778827)",1882,199,33,927
2007,19191,Winneshiek,3-Dubuque,1-First JD,Sexual Abuse,2,"(43.2906746, -91.8437074)",1890,41,4,855
2011,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,2,"(41.6864422, -92.5314684)",296,289,22,605
2010,19159,Ringgold,5-Des Moines,5-FifthJD,Physical Abuse,3,"(40.7352023, -94.2439719)",297,452,51,843
2009,19097,Jackson,3-Dubuque,7-Seventh JD,Denial of Critical Care (Neglect),66,"(42.1717426, -90.5742294)",1790,80,7,869
2012,19043,Clayton,2-Northern,1-First JD,Sexual Abuse,5,"(42.8447493, -91.3414328)",274,53,6,138
2006,19149,Plymouth,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,"(42.7378346, -96.2140431)",1838,417,36,476
2006,19139,Muscatine,8-Davenport,7-Seventh JD,Denial of Critical Care (Neglect),436,"(41.4839221, -91.1127562)",1835,17,19,445
2005,19007,Appanoose,7-Cedar Rapids,8-Eigth JD,Physical Abuse,11,"(40.7431635, -92.8686104)",175,534,54,210
2012,19121,Madison,5-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),34,"(41.3307142, -94.0155619)",289,347,29,207
2009,19051,Davis,7-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,"(40.7476891, -92.4097173)",1747,370,31,149
2009,19023,Butler,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),82,"(42.7315661, -92.7901934)",1370,228,17,639
2004,19055,Delaware,3-Dubuque,1-First JD,Sexual Abuse,10,"(42.471211, -91.3673502)",276,72,7,764
2012,19111,Lee,3-Eastern,8-Eigth JD,Physical Abuse,24,"(40.6419764, -91.479264)",1827,119,10,110
2008,19195,Worth,2-Waterloo,2-Second JD,Physical Abuse,8,"(43.3773984, -93.2608476)",303,193,15,625
2008,19085,Harrison,5-Council Bluffs,4-FourthJD,Sexual Abuse,6,"(41.6828528, -95.8169209)",1787,243,41,569
2008,19155,Pottawattamie,5-Council Bluffs,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),17,"(41.3366123, -95.5423935)",1879,442,43,604
2012,19099,Jasper,4-Cedar Rapids,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),12,"(41.6860394, -93.053765)",1791,132,11,903
2006,19173,Taylor,5-Council Bluffs,5-FifthJD,Denial of Critical Care (Neglect),19,"(40.7374324, -94.6964148)",1884,486,50,701
2008,19015,Boone,6-Des Moines,2-Second JD,Other,1,"(42.0365493, -93.931671)",1368,313,25,859
2007,19181,Warren,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),3,"(41.3343735, -93.5613594)",1886,353,29,800
2011,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,8,"(40.7431635, -92.8686104)",175,534,54,210
2004,19149,Plymouth,1-Sioux City,3-Third JD,Sexual Abuse,6,"(42.7378346, -96.2140431)",1838,417,36,476
2008,19049,Dallas,6-Des Moines,5-FifthJD,Physical Abuse,39,"(41.6848862, -94.0397374)",1746,331,27,156
2011,19187,Webster,2-Northern,2-Second JD,Mental Injury,1,"(42.4279662, -94.1817881)",1888,312,25,705
2012,19137,Montgomery,1-Western,4-FourthJD,Physical Abuse,9,"(41.03014, -95.1563758)",1834,462,46,141
2006,19073,Greene,5-Council Bluffs,2-Second JD,Sexual Abuse,6,"(42.0362394, -94.3968356)",1783,180,27,780
2005,19009,Audubon,5-Council Bluffs,4-FourthJD,Sexual Abuse,2,"(41.6845893, -94.9058222)",1366,259,44,498
2005,19055,Delaware,3-Dubuque,1-First JD,Physical Abuse,10,"(42.471211, -91.3673502)",276,72,7,764
2007,19129,Mills,5-Council Bluffs,4-FourthJD,Sexual Abuse,2,"(41.0334523, -95.6213267)",1832,442,43,816
2009,19045,Clinton,3-Dubuque,7-Seventh JD,Denial of Critical Care (Neglect),397,"(41.8980358, -90.5319724)",1745,103,9,841
2007,19073,Greene,5-Council Bluffs,2-Second JD,Sexual Abuse,4,"(42.0362394, -94.3968356)",1783,180,27,780
2010,19019,Buchanan,2-Northern,1-First JD,Physical Abuse,5,"(42.4707777, -91.8378392)",1369,95,8,270
2009,19121,Madison,6-Des Moines,5-FifthJD,Sexual Abuse,3,"(41.3307142, -94.0155619)",289,347,29,207
2006,19017,Bremer,2-Waterloo,2-Second JD,Physical Abuse,9,"(42.7745873, -92.3180548)",177,91,8,6
2009,19149,Plymouth,1-Sioux City,3-Third JD,Sexual Abuse,5,"(42.7378346, -96.2140431)",1838,417,36,476
2009,19173,Taylor,5-Council Bluffs,5-FifthJD,Denial of Critical Care (Neglect),35,"(40.7374324, -94.6964148)",1884,486,50,701
2012,19131,Mitchell,2-Northern,2-Second JD,Denial of Critical Care (Neglect),11,"(43.3564124, -92.7890315)",291,176,14,415
2010,19111,Lee,3-Eastern,8-Eigth JD,Allows Access by Registered Sex Offender,5,"(40.6419764, -91.479264)",1827,119,10,110
2005,19153,Polk,6-Des Moines,5-FifthJD,Mental Injury,3,"(41.6855048, -93.5735335)",1878,342,29,503
2012,19027,Carroll,1-Western,2-Second JD,Denial of Critical Care (Neglect),90,"(42.0362382, -94.8605593)",179,335,28,523
2007,19141,OBrien,1-Sioux City,3-Third JD,Sexual Abuse,8,"(43.0837527, -95.6248784)",293,427,37,211
2011,19127,Marshall,2-Northern,2-Second JD,Sexual Abuse,10,"(42.0358499, -92.9987706)",1831,277,21,89
2011,19197,Wright,2-Northern,2-Second JD,Physical Abuse,7,"(42.7331189, -93.7351465)",304,320,26,626
2011,19107,Keokuk,4-Cedar Rapids,8-Eigth JD,Exposure to Manufacturing of Meth,1,"(41.336465, -92.1786426)",1793,139,12,334
2011,19097,Jackson,3-Eastern,7-Seventh JD,Denial of Critical Care (Neglect),108,"(42.1717426, -90.5742294)",1790,80,7,869
2011,19027,Carroll,1-Western,2-Second JD,Physical Abuse,8,"(42.0362382, -94.8605593)",179,335,28,523
2008,19113,Linn,7-Cedar Rapids,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),51,"(42.0789478, -91.5989646)",287,265,19,443
2004,19157,Poweshiek,4-Ames,8-Eigth JD,Sexual Abuse,2,"(41.6864422, -92.5314684)",296,289,22,605
2006,19095,Iowa,7-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),36,"(41.6863229, -92.065524)",284,23,22,178
2007,19095,Iowa,7-Cedar Rapids,6-SixthJD,Physical Abuse,6,"(41.6863229, -92.065524)",284,23,22,178
2006,19159,Ringgold,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),44,"(40.7352023, -94.2439719)",297,452,51,843
2007,19171,Tama,4-Ames,6-SixthJD,Denial of Critical Care (Neglect),92,"(42.0798117, -92.5325425)",1883,281,21,700
2006,19131,Mitchell,2-Waterloo,2-Second JD,Denial of Critical Care (Neglect),38,"(43.3564124, -92.7890315)",291,176,14,415
2010,19165,Shelby,1-Western,4-FourthJD,Sexual Abuse,8,"(41.6850926, -95.3102113)",298,254,43,229
2010,19189,Winnebago,2-Northern,2-Second JD,Sexual Abuse,1,"(43.3775678, -93.7341955)",1889,205,16,616
2012,19133,Monona,1-Western,3-Third JD,Presence of Illegal Drugs in Child's System (PID),2,"(42.0516663, -95.9599235)",1833,430,37,555
2006,19181,Warren,6-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),1,"(41.3343735, -93.5613594)",1886,353,29,800
2005,19085,Harrison,5-Council Bluffs,4-FourthJD,Sexual Abuse,7,"(41.6828528, -95.8169209)",1787,243,41,569
2012,19097,Jackson,3-Eastern,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),5,"(42.1717426, -90.5742294)",1790,80,7,869
2009,19113,Linn,7-Cedar Rapids,6-SixthJD,Denial of Critical Care (Neglect),1034,"(42.0789478, -91.5989646)",287,265,19,443
2006,19131,Mitchell,2-Waterloo,2-Second JD,Sexual Abuse,2,"(43.3564124, -92.7890315)",291,176,14,415
2012,19071,Fremont,1-Western,4-FourthJD,Denial of Critical Care (Neglect),26,"(40.7455892, -95.6046765)",1782,257,43,422
2009,19061,Dubuque,3-Dubuque,1-First JD,Allows Access by Registered Sex Offender,4,"(42.468832, -90.8824564)",1780,49,5,868
2005,19043,Clayton,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),70,"(42.8447493, -91.3414328)",274,53,6,138
2005,19195,Worth,2-Waterloo,2-Second JD,Presence of Illegal Drugs in Child's System (PID),5,"(43.3773984, -93.2608476)",303,193,15,625
2004,19015,Boone,6-Des Moines,2-Second JD,Exposure to Manufacturing of Meth,5,"(42.0365493, -93.931671)",1368,313,25,859
2010,19009,Audubon,1-Western,4-FourthJD,Physical Abuse,1,"(41.6845893, -94.9058222)",1366,259,44,498
2008,19121,Madison,6-Des Moines,5-FifthJD,Denial of Critical Care (Neglect),50,"(41.3307142, -94.0155619)",289,347,29,207
2007,19013,Black Hawk,2-Waterloo,1-First JD,Denial of Critical Care (Neglect),988,"(42.4700957, -92.3088197)",176,246,18,718
2006,19191,Winneshiek,3-Dubuque,1-First JD,Denial of Critical Care (Neglect),50,"(43.2906746, -91.8437074)",1890,41,4,855
2009,19011,Benton,7-Cedar Rapids,6-SixthJD,Physical Abuse,14,"(42.0801864, -92.0656912)",1367,248,18,804
2008,19063,Emmet,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),68,"(43.3780225, -94.6784803)",277,298,23,659
2010,19127,Marshall,2-Northern,2-Second JD,Exposure to Manufacturing of Meth,4,"(42.0358499, -92.9987706)",1831,277,21,89
2012,19061,Dubuque,3-Eastern,1-First JD,Sexual Abuse,19,"(42.468832, -90.8824564)",1780,49,5,868
2009,19087,Henry,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),125,"(40.9879383, -91.5445241)",282,152,13,315
2011,19163,Scott,3-Eastern,7-Seventh JD,Physical Abuse,145,"(41.6370978, -90.6232428)",1881,100,9,99
2009,19127,Marshall,4-Ames,2-Second JD,Sexual Abuse,11,"(42.0358499, -92.9987706)",1831,277,21,89
2005,19125,Marion,6-Des Moines,5-FifthJD,Physical Abuse,13,"(41.3344515, -93.0994367)",1830,355,29,916
2007,19077,Guthrie,5-Council Bluffs,5-FifthJD,Denial of Critical Care (Neglect),40,"(41.6837548, -94.501055)",1784,336,28,310
2007,19183,Washington,7-Cedar Rapids,8-Eigth JD,Physical Abuse,6,"(41.335591, -91.7178676)",302,140,13,614
2010,19195,Worth,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),1,"(43.3773984, -93.2608476)",303,193,15,625
2004,19149,Plymouth,1-Sioux City,3-Third JD,Physical Abuse,18,"(42.7378346, -96.2140431)",1838,417,36,476
2008,19047,Crawford,5-Council Bluffs,3-Third JD,Physical Abuse,10,"(42.0372125, -95.3819678)",275,241,41,536
2008,19023,Butler,2-Waterloo,2-Second JD,Physical Abuse,5,"(42.7315661, -92.7901934)",1370,228,17,639
2012,19043,Clayton,2-Northern,1-First JD,Exposure to Manufacturing of Meth,4,"(42.8447493, -91.3414328)",274,53,6,138
2006,19147,Palo Alto,1-Sioux City,3-Third JD,Physical Abuse,4,"(43.0820643, -94.6781371)",294,304,23,348
2010,19083,Hardin,2-Northern,2-Second JD,Denial of Critical Care (Neglect),114,"(42.3838803, -93.2404025)",1786,273,20,424
2009,19153,Polk,6-Des Moines,5-FifthJD,Sexual Abuse,95,"(41.6855048, -93.5735335)",1878,342,29,503
2012,19183,Washington,4-Cedar Rapids,8-Eigth JD,Presence of Illegal Drugs in Child's System (PID),1,"(41.335591, -91.7178676)",302,140,13,614
2008,19149,Plymouth,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),1,"(42.7378346, -96.2140431)",1838,417,36,476
2011,19129,Mills,1-Western,4-FourthJD,Presence of Illegal Drugs in Child's System (PID),2,"(41.0334523, -95.6213267)",1832,442,43,816
2005,19109,Kossuth,1-Sioux City,3-Third JD,Sexual Abuse,2,"(43.20413, -94.2067199)",1794,163,24,335
2012,19123,Mahaska,4-Cedar Rapids,8-Eigth JD,Allows Access by Registered Sex Offender,2,"(41.3352035, -92.6409094)",290,133,11,914
2006,19099,Jasper,4-Ames,5-FifthJD,Sexual Abuse,12,"(41.6860394, -93.053765)",1791,132,11,903
2011,19007,Appanoose,4-Cedar Rapids,8-Eigth JD,Denial of Critical Care (Neglect),103,"(40.7431635, -92.8686104)",175,534,54,210
2009,19095,Iowa,7-Cedar Rapids,6-SixthJD,Mental Injury,1,"(41.6863229, -92.065524)",284,23,22,178
2010,19147,Palo Alto,1-Western,3-Third JD,Allows Access by Registered Sex Offender,2,"(43.0820643, -94.6781371)",294,304,23,348
2007,19073,Greene,5-Council Bluffs,2-Second JD,Physical Abuse,5,"(42.0362394, -94.3968356)",1783,180,27,780
2008,19087,Henry,8-Davenport,8-Eigth JD,Denial of Critical Care (Neglect),80,"(40.9879383, -91.5445241)",282,152,13,315
2005,19091,Humboldt,4-Ames,2-Second JD,Physical Abuse,6,"(42.7764686, -94.2071868)",283,305,23,318
2008,19001,Adair,6-Des Moines,5-FifthJD,Physical Abuse,2,"(41.3307464, -94.4709413)",174,469,47,474
2011,19165,Shelby,1-Western,4-FourthJD,Sexual Abuse,3,"(41.6850926, -95.3102113)",298,254,43,229
2006,19047,Crawford,5-Council Bluffs,3-Third JD,Physical Abuse,15,"(42.0372125, -95.3819678)",275,241,41,536
2007,19155,Pottawattamie,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),671,"(41.3366123, -95.5423935)",1879,442,43,604
2009,19071,Fremont,5-Council Bluffs,4-FourthJD,Denial of Critical Care (Neglect),37,"(40.7455892, -95.6046765)",1782,257,43,422
2005,19071,Fremont,5-Council Bluffs,4-FourthJD,Exposure to Manufacturing of Meth,2,"(40.7455892, -95.6046765)",1782,257,43,422
2009,19149,Plymouth,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),90,"(42.7378346, -96.2140431)",1838,417,36,476
2011,19105,Jones,4-Cedar Rapids,6-SixthJD,Sexual Abuse,4,"(42.1212397, -91.1314352)",286,74,7,333
2006,19133,Monona,5-Council Bluffs,3-Third JD,Denial of Critical Care (Neglect),71,"(42.0516663, -95.9599235)",1833,430,37,555
2004,19067,Floyd,2-Waterloo,2-Second JD,Sexual Abuse,13,"(43.0599208, -92.7890033)",1781,202,15,27
2006,19157,Poweshiek,4-Ames,8-Eigth JD,Sexual Abuse,1,"(41.6864422, -92.5314684)",296,289,22,605
2010,19139,Muscatine,3-Eastern,7-Seventh JD,Allows Access by Registered Sex Offender,15,"(41.4839221, -91.1127562)",1835,17,19,445
2006,19187,Webster,4-Ames,2-Second JD,Sexual Abuse,22,"(42.4279662, -94.1817881)",1888,312,25,705
2009,19025,Calhoun,4-Ames,2-Second JD,Denial of Critical Care (Neglect),56,"(42.3851848, -94.6404136)",1371,326,27,121
2009,19061,Dubuque,3-Dubuque,1-First JD,Physical Abuse,28,"(42.468832, -90.8824564)",1780,49,5,868
2005,19065,Fayette,3-Dubuque,1-First JD,Exposure to Manufacturing of Meth,16,"(42.8625919, -91.8443207)",278,54,6,887
2008,19071,Fremont,5-Council Bluffs,4-FourthJD,Sexual Abuse,4,"(40.7455892, -95.6046765)",1782,257,43,422
2010,19085,Harrison,1-Western,4-FourthJD,Physical Abuse,2,"(41.6828528, -95.8169209)",1787,243,41,569
2008,19163,Scott,8-Davenport,7-Seventh JD,Other,1,"(41.6370978, -90.6232428)",1881,100,9,99
2007,19049,Dallas,6-Des Moines,5-FifthJD,Physical Abuse,33,"(41.6848862, -94.0397374)",1746,331,27,156
2008,19083,Hardin,4-Ames,2-Second JD,Denial of Critical Care (Neglect),88,"(42.3838803, -93.2404025)",1786,273,20,424
2009,19043,Clayton,3-Dubuque,1-First JD,Presence of Illegal Drugs in Child's System (PID),1,"(42.8447493, -91.3414328)",274,53,6,138
2006,19059,Dickinson,1-Sioux City,3-Third JD,Sexual Abuse,5,"(43.3779848, -95.1508301)",1779,419,37,660
2010,19023,Butler,2-Northern,2-Second JD,Presence of Illegal Drugs in Child's System (PID),3,"(42.7315661, -92.7901934)",1370,228,17,639
2007,19059,Dickinson,1-Sioux City,3-Third JD,Sexual Abuse,7,"(43.3779848, -95.1508301)",1779,419,37,660
2009,19163,Scott,8-Davenport,7-Seventh JD,Presence of Illegal Drugs in Child's System (PID),71,"(41.6370978, -90.6232428)",1881,100,9,99
2005,19177,Van Buren,7-Cedar Rapids,8-Eigth JD,Physical Abuse,10,"(40.7532294, -91.9499871)",1885,368,30,798
2007,19175,Union,6-Des Moines,5-FifthJD,Mental Injury,1,"(41.0277304, -94.2423792)",300,502,52,702
2004,19007,Appanoose,7-Cedar Rapids,8-Eigth JD,Exposure to Manufacturing of Meth,22,"(40.7431635, -92.8686104)",175,534,54,210
2013,19021,Buena Vista,1-Western,3-Third JD,Denial of Critical Care (Neglect),100,"(42.7354936, -95.151149)",178,323,27,15
2011,19049,Dallas,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),4,"(41.6848862, -94.0397374)",1746,331,27,156
2007,19021,Buena Vista,1-Sioux City,3-Third JD,Sexual Abuse,7,"(42.7354936, -95.151149)",178,323,27,15
2011,19117,Lucas,5-Des Moines,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),4,"(41.0293738, -93.3277207)",288,354,29,446
2007,19059,Dickinson,1-Sioux City,3-Third JD,Denial of Critical Care (Neglect),73,"(43.3779848, -95.1508301)",1779,419,37,660
2005,19119,Lyon,1-Sioux City,3-Third JD,Physical Abuse,5,"(43.380497, -96.2102924)",1829,209,34,81
2004,19033,Cerro Gordo,2-Waterloo,2-Second JD,Exposure to Manufacturing of Meth,7,"(43.0815577, -93.2608184)",1373,207,16,647
2007,19097,Jackson,3-Dubuque,7-Seventh JD,Sexual Abuse,14,"(42.1717426, -90.5742294)",1790,80,7,869
2004,19079,Hamilton,4-Ames,2-Second JD,Sexual Abuse,1,"(42.3837722, -93.7068085)",281,122,11,782
2006,19077,Guthrie,5-Council Bluffs,5-FifthJD,Sexual Abuse,3,"(41.6837548, -94.501055)",1784,336,28,310
2006,19027,Carroll,5-Council Bluffs,2-Second JD,Sexual Abuse,14,"(42.0362382, -94.8605593)",179,335,28,523
2006,19099,Jasper,4-Ames,5-FifthJD,Presence of Illegal Drugs in Child's System (PID),9,"(41.6860394, -93.053765)",1791,132,11,903
2004,19171,Tama,4-Ames,6-SixthJD,Presence of Illegal Drugs in Child's System (PID),5,"(42.0798117, -92.5325425)",1883,281,21,700
2009,19133,Monona,5-Council Bluffs,3-Third JD,Physical Abuse,1,"(42.0516663, -95.9599235)",1833,430,37,555
2007,19137,Montgomery,5-Council Bluffs,4-FourthJD,Sexual Abuse,11,"(41.03014, -95.1563758)",1834,462,46,141
2007,19197,Wright,4-Ames,2-Second JD,Denial of Critical Care (Neglect),100,"(42.7331189, -93.7351465)",304,320,26,626
2010,19157,Poweshiek,4-Cedar Rapids,8-Eigth JD,Sexual Abuse,9,"(41.6864422, -92.5314684)",296,289,22,605
2011,19003,Adams,5-Des Moines,5-FifthJD,Sexual Abuse,2,"(41.0289839, -94.6991849)",1364,475,48,1
2010,19093,Ida,1-Western,3-Third JD,Sexual Abuse,2,"(42.3868747, -95.5134962)",1789,230,39,746
2010,19127,Marshall,2-Northern,2-Second JD,Physical Abuse,19,"(42.0358499, -92.9987706)",1831,277,21,89
2010,19029,Cass,1-Western,4-FourthJD,Denial of Critical Care (Neglect),87,"(41.3314876, -94.9278266)",1372,260,44,475
2006,19041,Clay,1-Sioux City,3-Third JD,Presence of Illegal Drugs in Child's System (PID),10,"(43.0825804, -95.1509194)",273,220,37,743
