FIPS,Primary County Coordinates,County,City,Year,Estimate,FIPS.County.Code
1985800,"(42.3837722, -93.7068085)",Hamilton,Williams,July 01 2014,335,19858
1999990,"(42.3837722, -93.7068085)",Hamilton,Balance of Hamilton County,July 01 2014,3681,19999
1908605,"(42.3837722, -93.7342723)",Hancock,Britt,July 01 2014,2032,19086
1916590,"(43.0818861, -93.7342723)",Hancock,Corwith,July 01 2014,267,19165
1917670,"(43.0818861, -93.7342723)",Hancock,Crystal Lake,July 01 2014,243,19176
1928380,"(43.0818861, -93.7342723)",Hancock,Forest City (pt.),July 01 2014,332,19283
1929955,"(43.0818861, -93.7342723)",Hancock,Garner,July 01 2014,3087,19299
1931575,"(43.0818861, -93.7342723)",Hancock,Goodell,July 01 2014,135,19315
1940260,"(43.0818861, -93.7342723)",Hancock,Kanawha,July 01 2014,630,19402
1941655,"(43.0818861, -93.7342723)",Hancock,Klemme,July 01 2014,490,19416
1986700,"(43.0818861, -93.7342723)",Hancock,Woden,July 01 2014,221,19867
1999990,"(43.0818861, -93.7342723)",Hancock,Balance of Hancock County,July 01 2014,3600,19999
1900190,"(43.0818861, -93.2404025)",Hardin,Ackley (pt.),July 01 2014,1516,19001
1901045,"(42.3838803, -93.2404025)",Hardin,Alden,July 01 2014,763,19010
1909100,"(42.3838803, -93.2404025)",Hardin,Buckeye,July 01 2014,107,19091
1924465,"(42.3838803, -93.2404025)",Hardin,Eldora,July 01 2014,2694,19244
1937425,"(42.3838803, -93.2404025)",Hardin,Hubbard,July 01 2014,832,19374
1938640,"(42.3838803, -93.2404025)",Hardin,Iowa Falls,July 01 2014,5177,19386
1956415,"(42.3838803, -93.2404025)",Hardin,New Providence,July 01 2014,228,19564
1960555,"(42.3838803, -93.2404025)",Hardin,Owasa,July 01 2014,43,19605
1965370,"(42.3838803, -93.2404025)",Hardin,Radcliffe,July 01 2014,540,19653
1975180,"(42.3838803, -93.2404025)",Hardin,Steamboat Rock,July 01 2014,309,19751
1979545,"(42.3838803, -93.2404025)",Hardin,Union,July 01 2014,389,19795
1985305,"(42.3838803, -93.2404025)",Hardin,Whitten,July 01 2014,148,19853
1999990,"(42.3838803, -93.2404025)",Hardin,Balance of Hardin County,July 01 2014,4581,19999
1922890,"(42.3838803, -95.8169209)",Harrison,Dunlap (pt.),July 01 2014,979,19228
1945840,"(41.6828528, -95.8169209)",Harrison,Little Sioux,July 01 2014,160,19458
1946155,"(41.6828528, -95.8169209)",Harrison,Logan,July 01 2014,1464,19461
1948495,"(41.6828528, -95.8169209)",Harrison,Magnolia,July 01 2014,176,19484
1952860,"(41.6828528, -95.8169209)",Harrison,Missouri Valley,July 01 2014,2684,19528
1952995,"(41.6828528, -95.8169209)",Harrison,Modale,July 01 2014,272,19529
1953175,"(41.6828528, -95.8169209)",Harrison,Mondamin,July 01 2014,381,19531
1962445,"(41.6828528, -95.8169209)",Harrison,Persia,July 01 2014,300,19624
1963075,"(41.6828528, -95.8169209)",Harrison,Pisgah,July 01 2014,241,19630
1986835,"(41.6828528, -95.8169209)",Harrison,Woodbine,July 01 2014,1427,19868
1999990,"(41.6828528, -95.8169209)",Harrison,Balance of Harrison County,July 01 2014,6185,19999
1916140,"(41.6828528, -91.5445241)",Henry,Coppock (pt.),July 01 2014,30,19161
1936390,"(40.9879383, -91.5445241)",Henry,Hillsboro,July 01 2014,180,19363
1954705,"(40.9879383, -91.5445241)",Henry,Mount Pleasant,July 01 2014,8384,19547
1954795,"(40.9879383, -91.5445241)",Henry,Mount Union,July 01 2014,106,19547
1956325,"(40.9879383, -91.5445241)",Henry,New London,July 01 2014,1869,19563
1958890,"(40.9879383, -91.5445241)",Henry,Olds,July 01 2014,229,19588
1968565,"(40.9879383, -91.5445241)",Henry,Rome,July 01 2014,116,19685
1970230,"(40.9879383, -91.5445241)",Henry,Salem,July 01 2014,382,19702
1982965,"(40.9879383, -91.5445241)",Henry,Wayland,July 01 2014,960,19829
1984835,"(40.9879383, -91.5445241)",Henry,Westwood,July 01 2014,111,19848
1986385,"(40.9879383, -91.5445241)",Henry,Winfield,July 01 2014,1135,19863
1999990,"(40.9879383, -91.5445241)",Henry,Balance of Henry County,July 01 2014,6318,19999
1913125,"(40.9879383, -92.3171989)",Howard,Chester,July 01 2014,122,19131
1917220,"(43.3567673, -92.3171989)",Howard,Cresco,July 01 2014,3807,19172
1925095,"(43.3567673, -92.3171989)",Howard,Elma,July 01 2014,537,19250
1945165,"(43.3567673, -92.3171989)",Howard,Lime Springs,July 01 2014,489,19451
1965010,"(43.3567673, -92.3171989)",Howard,Protivin (pt.),July 01 2014,256,19650
1966585,"(43.3567673, -92.3171989)",Howard,Riceville (pt.),July 01 2014,314,19665
1999990,"(43.3567673, -92.3171989)",Howard,Balance of Howard County,July 01 2014,3827,19999
1907210,"(43.3567673, -94.2071868)",Humboldt,Bode,July 01 2014,296,19072
1908065,"(42.7764686, -94.2071868)",Humboldt,Bradgate,July 01 2014,84,19080
1918075,"(42.7764686, -94.2071868)",Humboldt,Dakota City,July 01 2014,822,19180
1930945,"(42.7764686, -94.2071868)",Humboldt,Gilmore City (pt.),July 01 2014,279,19309
1934455,"(42.7764686, -94.2071868)",Humboldt,Hardy,July 01 2014,46,19344
1937560,"(42.7764686, -94.2071868)",Humboldt,Humboldt,July 01 2014,4614,19375
1945975,"(42.7764686, -94.2071868)",Humboldt,Livermore,July 01 2014,372,19459
1947370,"(42.7764686, -94.2071868)",Humboldt,Lu Verne (pt.),July 01 2014,35,19473
1960420,"(42.7764686, -94.2071868)",Humboldt,Ottosen,July 01 2014,42,19604
1962985,"(42.7764686, -94.2071868)",Humboldt,Pioneer,July 01 2014,23,19629
1966450,"(42.7764686, -94.2071868)",Humboldt,Renwick,July 01 2014,239,19664
1969375,"(42.7764686, -94.2071868)",Humboldt,Rutland,July 01 2014,125,19693
1977790,"(42.7764686, -94.2071868)",Humboldt,Thor,July 01 2014,182,19777
1999990,"(42.7764686, -94.2071868)",Humboldt,Balance of Humboldt County,July 01 2014,2465,19999
1903115,"(42.7764686, -95.5134962)",Ida,Arthur,July 01 2014,200,19031
1904870,"(42.3868747, -95.5134962)",Ida,Battle Creek,July 01 2014,705,19048
1929595,"(42.3868747, -95.5134962)",Ida,Galva,July 01 2014,429,19295
1936840,"(42.3868747, -95.5134962)",Ida,Holstein,July 01 2014,1376,19368
1938010,"(42.3868747, -95.5134962)",Ida,Ida Grove,July 01 2014,2105,19380
1999990,"(42.3868747, -95.5134962)",Ida,Balance of Ida County,July 01 2014,2155,19999
1942330,"(42.3868747, -92.065524)",Iowa,Ladora,July 01 2014,281,19423
1949395,"(41.6863229, -92.065524)",Iowa,Marengo,July 01 2014,2495,19493
1952230,"(41.6863229, -92.065524)",Iowa,Millersburg,July 01 2014,156,19522
1957225,"(41.6863229, -92.065524)",Iowa,North English (pt.),July 01 2014,1010,19572
1961770,"(41.6863229, -92.065524)",Iowa,Parnell,July 01 2014,203,19617
1980805,"(41.6863229, -92.065524)",Iowa,Victor (pt.),July 01 2014,772,19808
1985845,"(41.6863229, -92.065524)",Iowa,Williamsburg,July 01 2014,3156,19858
1999990,"(41.6863229, -92.065524)",Iowa,Balance of Iowa County,July 01 2014,8239,19999
1902125,"(41.6863229, -90.5742294)",Jackson,Andrew,July 01 2014,419,19021
1904330,"(42.1717426, -90.5742294)",Jackson,Baldwin,July 01 2014,106,19043
1905635,"(42.1717426, -90.5742294)",Jackson,Bellevue,July 01 2014,2145,19056
1943050,"(42.1717426, -90.5742294)",Jackson,La Motte,July 01 2014,250,19430
1949215,"(42.1717426, -90.5742294)",Jackson,Maquoketa (pt.),July 01 2014,5981,19492
1952050,"(42.1717426, -90.5742294)",Jackson,Miles,July 01 2014,448,19520
1953265,"(42.1717426, -90.5742294)",Jackson,Monmouth,July 01 2014,149,19532
1964605,"(42.1717426, -90.5742294)",Jackson,Preston,July 01 2014,981,19646
1969510,"(42.1717426, -90.5742294)",Jackson,Sabula,July 01 2014,555,19695
1969960,"(42.1717426, -90.5742294)",Jackson,St. Donatus,July 01 2014,131,19699
1974460,"(42.1717426, -90.5742294)",Jackson,Spragueville,July 01 2014,80,19744
1974505,"(42.1717426, -90.5742294)",Jackson,Springbrook,July 01 2014,140,19745
1987690,"(42.1717426, -90.5742294)",Jackson,Zwingle (pt.),July 01 2014,25,19876
1999990,"(42.1717426, -90.5742294)",Jackson,Balance of Jackson County,July 01 2014,8012,19999
1904915,"(42.1717426, -93.053765)",Jasper,Baxter,July 01 2014,1107,19049
1915060,"(41.6860394, -93.053765)",Jasper,Colfax,July 01 2014,2066,19150
1940440,"(41.6860394, -93.053765)",Jasper,Kellogg,July 01 2014,595,19404
1942870,"(41.6860394, -93.053765)",Jasper,Lambs Grove,July 01 2014,169,19428
1947595,"(41.6860394, -93.053765)",Jasper,Lynnville,July 01 2014,387,19475
1952815,"(41.6860394, -93.053765)",Jasper,Mingo,July 01 2014,302,19528
1952950,"(41.6860394, -93.053765)",Jasper,Mitchellville (pt.),July 01 2014,26,19529
1953355,"(41.6860394, -93.053765)",Jasper,Monroe,July 01 2014,1831,19533
1956505,"(41.6860394, -93.053765)",Jasper,Newton,July 01 2014,15146,19565
1958170,"(41.6860394, -93.053765)",Jasper,Oakland Acres,July 01 2014,157,19581
1964470,"(41.6860394, -93.053765)",Jasper,Prairie City,July 01 2014,1686,19644
1965955,"(41.6860394, -93.053765)",Jasper,Reasnor,July 01 2014,153,19659
1976035,"(41.6860394, -93.053765)",Jasper,Sully,July 01 2014,823,19760
1980175,"(41.6860394, -93.053765)",Jasper,Valeria,July 01 2014,57,19801
1999990,"(41.6860394, -93.053765)",Jasper,Balance of Jasper County,July 01 2014,12365,19999
1904825,"(41.6860394, -91.9488774)",Jefferson,Batavia,July 01 2014,526,19048
1916140,"(41.0317596, -91.9488774)",Jefferson,Coppock (pt.),July 01 2014,4,19161
1926445,"(41.0317596, -91.9488774)",Jefferson,Fairfield,July 01 2014,9969,19264
1944985,"(41.0317596, -91.9488774)",Jefferson,Libertyville,July 01 2014,333,19449
1946065,"(41.0317596, -91.9488774)",Jefferson,Lockridge,July 01 2014,283,19460
1948500,"(41.0317596, -91.9488774)",Jefferson,Maharishi Vedic City,July 01 2014,1302,19485
1960915,"(41.0317596, -91.9488774)",Jefferson,Packwood,July 01 2014,216,19609
1963615,"(41.0317596, -91.9488774)",Jefferson,Pleasant Plain,July 01 2014,98,19636
1999990,"(41.0317596, -91.9488774)",Jefferson,Balance of Jefferson County,July 01 2014,4962,19999
1916230,"(41.0317596, -91.5880849)",Johnson,Coralville,July 01 2014,19983,19162
1936345,"(41.6715511, -91.5880849)",Johnson,Hills,July 01 2014,791,19363
1938595,"(41.6715511, -91.5880849)",Johnson,Iowa City,July 01 2014,72459,19385
1946335,"(41.6715511, -91.5880849)",Johnson,Lone Tree,July 01 2014,1389,19463
1957360,"(41.6715511, -91.5880849)",Johnson,North Liberty,July 01 2014,16960,19573
1960645,"(41.6715511, -91.5880849)",Johnson,Oxford,July 01 2014,815,19606
1972840,"(41.6715511, -91.5880849)",Johnson,Shueyville,July 01 2014,648,19728
1973875,"(41.6715511, -91.5880849)",Johnson,Solon,July 01 2014,2413,19738
1976890,"(41.6715511, -91.5880849)",Johnson,Swisher,July 01 2014,918,19768
1978060,"(41.6715511, -91.5880849)",Johnson,Tiffin,July 01 2014,2408,19780
1979770,"(41.6715511, -91.5880849)",Johnson,University Heights,July 01 2014,1105,19797
1983595,"(41.6715511, -91.5880849)",Johnson,West Branch (pt.),July 01 2014,100,19835
1999990,"(41.6715511, -91.5880849)",Johnson,Balance of Johnson County,July 01 2014,22111,19999
1901990,"(41.6715511, -91.1314352)",Jones,Anamosa,July 01 2014,5481,19019
1911305,"(42.1212397, -91.1314352)",Jones,Cascade (pt.),July 01 2014,416,19113
1912225,"(42.1212397, -91.1314352)",Jones,Center Junction,July 01 2014,249,19122
1949845,"(42.1212397, -91.1314352)",Jones,Martelle,July 01 2014,3799,19498
1953625,"(42.1212397, -91.1314352)",Jones,Monticello,July 01 2014,114,19536
1958980,"(42.1212397, -91.1314352)",Jones,Olin,July 01 2014,690,19589
1959250,"(42.1212397, -91.1314352)",Jones,Onslow,July 01 2014,194,19592
1960690,"(42.1212397, -91.1314352)",Jones,Oxford Junction,July 01 2014,486,19606
1987240,"(42.1212397, -91.1314352)",Jones,Wyoming,July 01 2014,515,19872
1999990,"(42.1212397, -91.1314352)",Jones,Balance of Jones County,July 01 2014,8568,19999
1919855,"(42.1212397, -92.1786426)",Keokuk,Delta,July 01 2014,319,19198
1930540,"(42.1212397, -92.1786426)",Keokuk,Gibson,July 01 2014,60,19305
1934545,"(41.336465, -92.1786426)",Keokuk,Harper,July 01 2014,112,19345
1935445,"(41.336465, -92.1786426)",Keokuk,Hayesville,July 01 2014,49,19354
1935670,"(41.336465, -92.1786426)",Keokuk,Hedrick,July 01 2014,752,19356
1940980,"(41.336465, -92.1786426)",Keokuk,Keota (pt.),July 01 2014,980,19409
1941070,"(41.336465, -92.1786426)",Keokuk,Keswick,July 01 2014,240,19410
1941475,"(41.336465, -92.1786426)",Keokuk,Kinross,July 01 2014,72,19414
1949935,"(41.336465, -92.1786426)",Keokuk,Martinsburg,July 01 2014,108,19499
1957225,"(41.336465, -92.1786426)",Keokuk,North English (pt.),July 01 2014,9,19572
1959070,"(41.336465, -92.1786426)",Keokuk,Ollie,July 01 2014,209,19590
1966720,"(41.336465, -92.1786426)",Keokuk,Richland,July 01 2014,572,19667
1973110,"(41.336465, -92.1786426)",Keokuk,Sigourney,July 01 2014,2028,19731
1974055,"(41.336465, -92.1786426)",Keokuk,South English,July 01 2014,208,19740
1977835,"(41.336465, -92.1786426)",Keokuk,Thornburg,July 01 2014,61,19778
1983055,"(41.336465, -92.1786426)",Keokuk,Webster,July 01 2014,73,19830
1984900,"(41.336465, -92.1786426)",Keokuk,What Cheer,July 01 2014,630,19849
1999990,"(41.336465, -92.1786426)",Keokuk,Balance of Keokuk County,July 01 2014,3800,19999
1901135,"(41.336465, -94.2067199)",Kossuth,Algona,July 01 2014,5484,19011
1904420,"(41.336465, -94.2067199)",Kossuth,Bancroft,July 01 2014,716,19044
1909685,"(43.20413, -94.2067199)",Kossuth,Burt,July 01 2014,518,19096
1927210,"(43.20413, -94.2067199)",Kossuth,Fenton,July 01 2014,262,19272
1942825,"(43.20413, -94.2067199)",Kossuth,Lakota,July 01 2014,288,19428
1944130,"(43.20413, -94.2067199)",Kossuth,Ledyard,July 01 2014,126,19441
1946290,"(43.20413, -94.2067199)",Kossuth,Lone Rock,July 01 2014,143,19462
1947370,"(43.20413, -94.2067199)",Kossuth,Lu Verne (pt.),July 01 2014,220,19473
1976755,"(43.20413, -94.2067199)",Kossuth,Swea City,July 01 2014,526,19767
1978330,"(43.20413, -94.2067199)",Kossuth,Titonka,July 01 2014,458,19783
1983415,"(43.20413, -94.2067199)",Kossuth,Wesley,July 01 2014,378,19834
1983550,"(43.20413, -94.2067199)",Kossuth,West Bend (pt.),July 01 2014,23,19835
1985260,"(43.20413, -94.2067199)",Kossuth,Whittemore,July 01 2014,493,19852
1999990,"(43.20413, -94.2067199)",Kossuth,Balance of Kossuth County,July 01 2014,5588,19999
1921810,"(43.20413, -91.479264)",Lee,Donnellson,July 01 2014,896,19218
1928605,"(43.20413, -91.479264)",Lee,Fort Madison,July 01 2014,10670,19286
1928740,"(40.6419764, -91.479264)",Lee,Franklin,July 01 2014,141,19287
1937335,"(40.6419764, -91.479264)",Lee,Houghton,July 01 2014,143,19373
1940845,"(40.6419764, -91.479264)",Lee,Keokuk,July 01 2014,10592,19408
1953760,"(40.6419764, -91.479264)",Lee,Montrose,July 01 2014,878,19537
1970185,"(40.6419764, -91.479264)",Lee,St. Paul,July 01 2014,129,19701
1984585,"(40.6419764, -91.479264)",Lee,West Point,July 01 2014,957,19845
1999990,"(40.6419764, -91.479264)",Lee,Balance of Lee County,July 01 2014,10646,19999
1901000,"(40.6419764, -91.5989646)",Linn,Alburnett,July 01 2014,684,19010
1906175,"(40.6419764, -91.5989646)",Linn,Bertram,July 01 2014,293,19061
1912000,"(42.0789478, -91.5989646)",Linn,Cedar Rapids,July 01 2014,129319,19120
1912270,"(42.0789478, -91.5989646)",Linn,Center Point,July 01 2014,2502,19122
1912495,"(42.0789478, -91.5989646)",Linn,Central City,July 01 2014,1275,19124
1914925,"(42.0789478, -91.5989646)",Linn,Coggon,July 01 2014,672,19149
1925365,"(42.0789478, -91.5989646)",Linn,Ely,July 01 2014,2007,19253
1926400,"(42.0789478, -91.5989646)",Linn,Fairfax,July 01 2014,2400,19264
1935940,"(42.0789478, -91.5989646)",Linn,Hiawatha,July 01 2014,7197,19359
1945615,"(42.0789478, -91.5989646)",Linn,Lisbon,July 01 2014,2187,19456
1949485,"(42.0789478, -91.5989646)",Linn,Marion,July 01 2014,37294,19494
1954840,"(42.0789478, -91.5989646)",Linn,Mount Vernon,July 01 2014,4480,19548
1961230,"(42.0789478, -91.5989646)",Linn,Palo,July 01 2014,1061,19612
1964425,"(42.0789478, -91.5989646)",Linn,Prairieburg,July 01 2014,183,19644
1967800,"(42.0789478, -91.5989646)",Linn,Robins,July 01 2014,3327,19678
1974775,"(42.0789478, -91.5989646)",Linn,Springville,July 01 2014,1118,19747
1981840,"(42.0789478, -91.5989646)",Linn,Walford (pt.),July 01 2014,396,19818
1981885,"(42.0789478, -91.5989646)",Linn,Walker,July 01 2014,794,19818
1999990,"(42.0789478, -91.5989646)",Linn,Balance of Linn County,July 01 2014,20632,19999
1915375,"(42.0789478, -91.2596184)",Louisa,Columbus City,July 01 2014,381,19153
1915420,"(42.0789478, -91.2596184)",Louisa,Columbus Junction,July 01 2014,1864,19154
1916725,"(41.2185073, -91.2596184)",Louisa,Cotter,July 01 2014,47,19167
1929055,"(41.2185073, -91.2596184)",Louisa,Fredonia,July 01 2014,242,19290
1932115,"(41.2185073, -91.2596184)",Louisa,Grandview,July 01 2014,542,19321
1944715,"(41.2185073, -91.2596184)",Louisa,Letts,July 01 2014,379,19447
1954120,"(41.2185073, -91.2596184)",Louisa,Morning Sun,July 01 2014,823,19541
1958395,"(41.2185073, -91.2596184)",Louisa,Oakville,July 01 2014,169,19583
1982200,"(41.2185073, -91.2596184)",Louisa,Wapello,July 01 2014,2040,19822
1999990,"(41.2185073, -91.2596184)",Louisa,Balance of Louisa County,July 01 2014,4738,19999
1912720,"(41.2185073, -93.3277207)",Lucas,Chariton,July 01 2014,4179,19127
1920125,"(41.2185073, -93.3277207)",Lucas,Derby,July 01 2014,112,19201
1947100,"(41.0293738, -93.3277207)",Lucas,Lucas,July 01 2014,208,19471
1969285,"(41.0293738, -93.3277207)",Lucas,Russell,July 01 2014,539,19692
1985935,"(41.0293738, -93.3277207)",Lucas,Williamson,July 01 2014,146,19859
1999990,"(41.0293738, -93.3277207)",Lucas,Balance of Lucas County,July 01 2014,3440,19999
1901675,"(41.0293738, -96.2102924)",Lyon,Alvord,July 01 2014,200,19016
1921900,"(41.0293738, -96.2102924)",Lyon,Doon,July 01 2014,596,19219
1930225,"(43.380497, -96.2102924)",Lyon,George,July 01 2014,1071,19302
1938415,"(43.380497, -96.2102924)",Lyon,Inwood,July 01 2014,822,19384
1943410,"(43.380497, -96.2102924)",Lyon,Larchwood,July 01 2014,848,19434
1944670,"(43.380497, -96.2102924)",Lyon,Lester,July 01 2014,297,19446
1945795,"(43.380497, -96.2102924)",Lyon,Little Rock,July 01 2014,448,19457
1968160,"(43.380497, -96.2102924)",Lyon,Rock Rapids,July 01 2014,2559,19681
1999990,"(43.380497, -96.2102924)",Lyon,Balance of Lyon County,July 01 2014,4860,19999
1906490,"(43.380497, -94.0155619)",Madison,Bevington (pt.),July 01 2014,59,19064
1923340,"(43.380497, -94.0155619)",Madison,Earlham,July 01 2014,1406,19233
1923790,"(41.3307142, -94.0155619)",Madison,East Peru,July 01 2014,126,19237
1948180,"(41.3307142, -94.0155619)",Madison,Macksburg,July 01 2014,114,19481
1961860,"(41.3307142, -94.0155619)",Madison,Patterson,July 01 2014,164,19618
1969915,"(41.3307142, -94.0155619)",Madison,St. Charles,July 01 2014,631,19699
1979140,"(41.3307142, -94.0155619)",Madison,Truro,July 01 2014,480,19791
1983910,"(41.3307142, -94.0155619)",Madison,West Des Moines (pt.),July 01 2014,1,19839
1986520,"(41.3307142, -94.0155619)",Madison,Winterset,July 01 2014,5110,19865
1999990,"(41.3307142, -94.0155619)",Madison,Balance of Madison County,July 01 2014,7513,19999
1904555,"(41.3307142, -92.6409094)",Mahaska,Barnes City (pt.),July 01 2014,157,19045
1905050,"(41.3307142, -92.6409094)",Mahaska,Beacon,July 01 2014,492,19050
1923970,"(41.3352035, -92.6409094)",Mahaska,Eddyville (pt.),July 01 2014,222,19239
1929190,"(41.3352035, -92.6409094)",Mahaska,Fremont,July 01 2014,738,19291
1940890,"(41.3352035, -92.6409094)",Mahaska,Keomah Village,July 01 2014,84,19408
1944310,"(41.3352035, -92.6409094)",Mahaska,Leighton,July 01 2014,161,19443
1956460,"(41.3352035, -92.6409094)",Mahaska,New Sharon,July 01 2014,1296,19564
1959925,"(41.3352035, -92.6409094)",Mahaska,Oskaloosa,July 01 2014,11517,19599
1962040,"(41.3352035, -92.6409094)",Mahaska,Pella (pt.),July 01 2014,1,19620
1968700,"(41.3352035, -92.6409094)",Mahaska,Rose Hill,July 01 2014,167,19687
1979815,"(41.3352035, -92.6409094)",Mahaska,University Park,July 01 2014,485,19798
1999990,"(41.3352035, -92.6409094)",Mahaska,Balance of Mahaska County,July 01 2014,7032,19999
1909730,"(41.3352035, -93.0994367)",Marion,Bussey,July 01 2014,421,19097
1933870,"(41.3344515, -93.0994367)",Marion,Hamilton,July 01 2014,132,19338
1934860,"(41.3344515, -93.0994367)",Marion,Harvey,July 01 2014,237,19348
1942015,"(41.3344515, -93.0994367)",Marion,Knoxville,July 01 2014,7187,19420
1950070,"(41.3344515, -93.0994367)",Marion,Marysville,July 01 2014,68,19500
1950935,"(41.3344515, -93.0994367)",Marion,Melcher-Dallas,July 01 2014,1269,19509
1962040,"(41.3344515, -93.0994367)",Marion,Pella (pt.),July 01 2014,10369,19620
1963750,"(41.3344515, -93.0994367)",Marion,Pleasantville,July 01 2014,1682,19637
1976665,"(41.3344515, -93.0994367)",Marion,Swan,July 01 2014,71,19766
1999990,"(41.3344515, -93.0994367)",Marion,Balance of Marion County,July 01 2014,11824,19999
1900955,"(41.3344515, -92.9987706)",Marshall,Albion,July 01 2014,469,19009
1914160,"(42.0358499, -92.9987706)",Marshall,Clemons,July 01 2014,149,19141
1927255,"(42.0358499, -92.9987706)",Marshall,Ferguson,July 01 2014,127,19272
1930900,"(42.0358499, -92.9987706)",Marshall,Gilman,July 01 2014,508,19309
1935220,"(42.0358499, -92.9987706)",Marshall,Haverhill,July 01 2014,174,19352
1943680,"(42.0358499, -92.9987706)",Marshall,Laurel,July 01 2014,240,19436
1944220,"(42.0358499, -92.9987706)",Marshall,Le Grand (pt.),July 01 2014,939,19442
1945660,"(42.0358499, -92.9987706)",Marshall,Liscomb,July 01 2014,303,19456
1949755,"(42.0358499, -92.9987706)",Marshall,Marshalltown,July 01 2014,27575,19497
1950880,"(42.0358499, -92.9987706)",Marshall,Melbourne,July 01 2014,823,19508
1966540,"(42.0358499, -92.9987706)",Marshall,Rhodes,July 01 2014,307,19665
1969780,"(42.0358499, -92.9987706)",Marshall,St. Anthony,July 01 2014,102,19697
1975135,"(42.0358499, -92.9987706)",Marshall,State Center,July 01 2014,1470,19751
1999990,"(42.0358499, -92.9987706)",Marshall,Balance of Marshall County,July 01 2014,7486,19999
1925500,"(42.0358499, -95.6213267)",Mills,Emerson,July 01 2014,427,19255
1931350,"(41.0334523, -95.6213267)",Mills,Glenwood,July 01 2014,5216,19313
1934995,"(41.0334523, -95.6213267)",Mills,Hastings,July 01 2014,147,19349
1935715,"(41.0334523, -95.6213267)",Mills,Henderson,July 01 2014,181,19357
1948720,"(41.0334523, -95.6213267)",Mills,Malvern,July 01 2014,1071,19487
1960825,"(41.0334523, -95.6213267)",Mills,Pacific Junction,July 01 2014,461,19608
1973155,"(41.0334523, -95.6213267)",Mills,Silver City,July 01 2014,238,19731
1976935,"(41.0334523, -95.6213267)",Mills,Tabor (pt.),July 01 2014,82,19769
1999990,"(41.0334523, -95.6213267)",Mills,Balance of Mills County,July 01 2014,6940,19999
1911035,"(41.0334523, -92.7890315)",Mitchell,Carpenter,July 01 2014,107,19110
1948045,"(43.3564124, -92.7890315)",Mitchell,McIntire,July 01 2014,119,19480
1952905,"(43.3564124, -92.7890315)",Mitchell,Mitchell,July 01 2014,133,19529
1959520,"(43.3564124, -92.7890315)",Mitchell,Orchard,July 01 2014,69,19595
1959745,"(43.3564124, -92.7890315)",Mitchell,Osage,July 01 2014,3615,19597
1966585,"(43.3564124, -92.7890315)",Mitchell,Riceville (pt.),July 01 2014,482,19665
1969735,"(43.3564124, -92.7890315)",Mitchell,St. Ansgar,July 01 2014,1133,19697
1974820,"(43.3564124, -92.7890315)",Mitchell,Stacyville,July 01 2014,470,19748
1999990,"(43.3564124, -92.7890315)",Mitchell,Balance of Mitchell County,July 01 2014,4565,19999
1906940,"(43.3564124, -95.9599235)",Monona,Blencoe,July 01 2014,212,19069
1911530,"(42.0516663, -95.9599235)",Monona,Castana,July 01 2014,137,19115
1949170,"(42.0516663, -95.9599235)",Monona,Mapleton,July 01 2014,1206,19491
1953850,"(42.0516663, -95.9599235)",Monona,Moorhead,July 01 2014,214,19538
1959115,"(42.0516663, -95.9599235)",Monona,Onawa,July 01 2014,2860,19591
1968385,"(42.0516663, -95.9599235)",Monona,Rodney,July 01 2014,57,19683
1973785,"(42.0516663, -95.9599235)",Monona,Soldier,July 01 2014,168,19737
1979185,"(42.0516663, -95.9599235)",Monona,Turin,July 01 2014,65,19791
1979995,"(42.0516663, -95.9599235)",Monona,Ute,July 01 2014,355,19799
1985215,"(42.0516663, -95.9599235)",Monona,Whiting,July 01 2014,736,19852
1999990,"(42.0516663, -95.9599235)",Monona,Balance of Monona County,July 01 2014,2884,19999
1900910,"(42.0516663, -92.8689877)",Monroe,Albia,July 01 2014,3752,19009
1923970,"(41.0297826, -92.8689877)",Monroe,Eddyville (pt.),July 01 2014,0,19239
1946830,"(41.0297826, -92.8689877)",Monroe,Lovilia,July 01 2014,533,19468
1950970,"(41.0297826, -92.8689877)",Monroe,Melrose,July 01 2014,111,19509
1953985,"(41.0297826, -92.8689877)",Monroe,Moravia (pt.),July 01 2014,2,19539
1999990,"(41.0297826, -92.8689877)",Monroe,Balance of Monroe County,July 01 2014,3559,19999
1914880,"(41.0297826, -95.1563758)",Montgomery,Coburg,July 01 2014,41,19148
1924915,"(41.03014, -95.1563758)",Montgomery,Elliott,July 01 2014,337,19249
1932295,"(41.03014, -95.1563758)",Montgomery,Grant,July 01 2014,88,19322
1966135,"(41.03014, -95.1563758)",Montgomery,Red Oak,July 01 2014,5548,19661
1975000,"(41.03014, -95.1563758)",Montgomery,Stanton,July 01 2014,647,19750
1980985,"(41.03014, -95.1563758)",Montgomery,Villisca,July 01 2014,1212,19809
1999990,"(41.03014, -95.1563758)",Montgomery,Balance of Montgomery County,July 01 2014,2505,19999
1903385,"(41.03014, -91.1127562)",Muscatine,Atalissa,July 01 2014,308,19033
1907075,"(41.4839221, -91.1127562)",Muscatine,Blue Grass (pt.),July 01 2014,30,19070
1915645,"(41.4839221, -91.1127562)",Muscatine,Conesville,July 01 2014,428,19156
1922980,"(41.4839221, -91.1127562)",Muscatine,Durant (pt.),July 01 2014,8,19229
1929280,"(41.4839221, -91.1127562)",Muscatine,Fruitland,July 01 2014,980,19292
